,_id,Namespace GID,_key,nid,lid,gid,var,sym,syn.0,syn.1,syn.2,logo,keyword.0,keyword.1,keyword.2,keyword.3,keyword.4,keyword.5,keyword.6,type-cast,type-custom,collection,instance,traversal,length.0,length.1,length.2,length.3,regex,deploy,level,label.ISO:639:3:eng,definition.ISO:639:3:eng,description.ISO:639:3:eng,note.ISO:639:3:eng,example.ISO:639:3:eng,class,store,instances.0,info.0,schema
,terms/:class:descriptor:ref:field,:class:descriptor:ref,:class:descriptor:ref:field,terms/:class:descriptor:ref,field,:class:descriptor:ref:field,kClassDescriptorRefField,,field,kClassDescriptorRefField,,,class,descriptor,reference,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Field reference descriptor,Descriptor class for descriptor descriptor references.,,,,,,,,
,terms/:class:descriptor:struct,:class:descriptor,:class:descriptor:struct,terms/:class:descriptor,struct,:class:descriptor:struct,kClassDescriptorStruct,,struct,kClassDescriptorStruct,,,class,descriptor,structure,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Structure descriptor,Descriptor class for structure schemas.,,,,,,,,
,terms/:class:descriptor:map,:class:descriptor,:class:descriptor:map,terms/:class:descriptor,map,:class:descriptor:map,kClassDescriptorMap,,map,kClassDescriptorMap,,,class,descriptor,mapped,,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Enumerated map descriptor,Descriptor class for enumerated maps.,,,,,,,,
,terms/:class:descriptor:map:text,:class:descriptor:map,:class:descriptor:map:text,terms/:class:descriptor:map,text,:class:descriptor:map:text,kClassDescriptorMapText,,text,kClassDescriptorMapText,,,class,descriptor,mapped,text,,,,,,:collection:descriptors,,,,,,,,:state:application:default,,Text enumerated map descriptor,Descriptor class for text enumerated maps.,,,,,,,,
✔︎,terms/:class:edge,:class,:class:edge,terms/:class,edge,:class:edge,kClassEdge,,edge,kClassEdge,,,class,edge,,,,,,,,:collection:schemas,,,,,,,,:state:application:default,,Edge,Edge class.,This is an edge with a predicate.,"The edge key is computed by calculating the <em>MD5</em> hash of the following fields in order: <code>_from</code>, <code>_to</code> and <code>predicate</code>.",,,,,,
,terms/:class:edge:attribute,:class:edge,:class:edge:attribute,terms/:class:edge,attribute,:class:edge:attribute,kClassEdgeAttribute,,attribute,kClassEdgeAttribute,,,class,edge,attribute,,,,,,,:collection:schemas,,,,,,,,:state:application:default,,Attributes edge,Attributes edge class.,This is an edge with a predicate and a list of attributes.,"The edge key is computed by calculating the <em>MD5</em> hash of the following fields in order: <code>_from</code>, <code>_to</code>, <code>predicate</code> and <code>attributes</code>.",,,,,,
,terms/:class:edge:branch,:class:edge,:class:edge:branch,terms/:class:edge,branch,:class:edge:branch,kClassEdgeBranch,,branch,kClassEdgeBranch,,,class,edge,branch,,,,,,,:collection:schemas,,,,,,,,:state:application:default,,Branch edge,Branch edge class.,"This is an edge with a predicate, list of branches and eventual branch modifiers.","The edge key is computed by calculating the <em>MD5</em> hash of the following fields in order: <code>_from</code>, <code>_to</code> and <code>predicate</code>; the record contains a required branches list and an eventual modifiers structure associated to branches.",,,,,,
✔︎,terms/:class:toponym,:class,:class:toponym,terms/:class,toponym,:class:toponym,kClassToponym,,toponym,kClassToponym,,,class,toponym,,,,,,,,:collection:toponyms,,,,,,,,:state:application:default,,Geographic unit,Base class for geographic and administrative units.,,,,,,,,
,terms/:class:shape,:class,:class:shape,terms/:class,shape,:class:shape,kClassShape,,shape,kClassShape,,,class,shape,,,,,,,,:collection:shapes,,,,,,,,:state:application:default,,Geographic shape,Base class for geographic shapes.,,,,,,,,
,terms/:class:user,:class,:class:user,terms/:class,user,:class:user,kClassUser,,user,kClassUser,,,class,user,,,,,,,,:collection:users,,,,,,,,:state:application:default,,User,Base class for users.,,,,,,,,
,terms/:class:user:group,:class:user,:class:user:group,terms/:class:user,group,:class:user:group,kClassUserGroup,,group,kClassUserGroup,,,class,group,,,,,,,,:collection:groups,,,,,,,,:state:application:default,,User group,Base class for user groups.,,,,,,,,
,terms/:class:setting,:class,:class:setting,terms/:class,setting,:class:setting,kClassSetting,,setting,kClassSetting,,,class,settings,,,,,,,,:collection:settings,,,,,,,,:state:application:default,,Settings,Base class for settings.,,,,,,,,
,terms/:class:log,:class,:class:log,terms/:class,log,:class:log,kClassLog,,log,kClassLog,,,class,log,,,,,,,,:collection:logs,,,,,,,,:state:application:default,,Log,Base class for logs.,,,,,,,,
,terms/:class:message,:class,:class:message,terms/:class,message,:class:message,kClassMessage,,message,kClassMessage,,,class,message,,,,,,,,:collection:messages,,,,,,,,:state:application:default,,System message,Base class for system messages.,,,,,,,,
,terms/:class:session,:class,:class:session,terms/:class,session,:class:session,kClassSession,,session,kClassSession,,,class,session,,,,,,,,:collection:sessions,,,,,,,,:state:application:default,,User session,Base class for user sessions.,,,,,,,,
,terms/:class:study,:class,:class:study,terms/:class,study,:class:study,kClassStudy,,study,kClassStudy,,,class,study,,,,,,,,:collection:studies,,,,,,,,:state:application:default,,Data study,Base class for data studies.,,,,,,,,
,terms/:class:annex,:class,:class:annex,terms/:class,annex,:class:annex,kClassAnnex,,annex,kClassAnnex,,,class,annex,,,,,,,,:collection:annexes,,,,,,,,:state:application:default,,Study annex,Base class for study annex documents.,,,,,,,,
,terms/:class:smart,:class,:class:smart,terms/:class,smart,:class:smart,kClassSmart,,smart,kClassSmart,,,class,survey,SMART,,,,,,,:collection:smart,,,,,,,,:state:application:default,,SMART survey,Base class for SMART surveys.,,,,,,,,
✔︎,terms/:kind:form,:kind,:kind:form,terms/:kind,form,:kind:form,kKindForm,,form,kKindForm,,,enumeration,kind,form,,,,,,,,,,,,,,,:state:application:default,,Form kind,Form kinds list.,This controlled vocabulary classifies forms by their fscope.,,,,,,,
✔︎,terms/:kind:form:input,:kind:form,:kind:form:input,terms/:kind:form,input,:kind:form:input,kKindFormInput,,input,kKindFormInput,,,kind,form,input,,,,,,,,,,,,,,,:state:application:default,,Input form,Form used for providing data to the system.,,,,,,,,
✔︎,terms/:kind:form:output,:kind:form,:kind:form:output,terms/:kind:form,output,:kind:form:output,kKindFormOutput,,output,kKindFormOutput,,,kind,form,output,,,,,,,,,,,,,,,:state:application:default,,Output form,Form used to provide data from the system.,,,,,,,,
✔︎,terms/:kind:form:instance,:kind:form,:kind:form:instance,terms/:kind:form,instance,:kind:form:instance,kKindFormInstance,,instance,kKindFormInstance,,,kind,form,instance,,,,,,,,,,,,,,,:state:application:default,,Instance form,Input/output form applying to a specific instance.,,,,,,,,
✔︎,terms/:kind:form:instances,:kind:form,:kind:form:instances,terms/:kind:form,instances,:kind:form:instances,kKindFormInstances,,instances,kKindFormInstances,,,kind,form,instances,,,,,,,,,,,,,,,:state:application:default,,Instances form,Input/output form applying to more than one instance.,,,,,,,,
✔︎,terms/:kind:form:mixed,:kind:form,:kind:form:mixed,terms/:kind:form,mixed,:kind:form:mixed,kKindFormMixed,,mixed,kKindFormMixed,,,kind,form,mixed,,,,,,,,,,,,,,,:state:application:default,,Mixed form,Input/output form applying to data not related to instances.,,,,,,,,
✔︎,terms/:type:form,:type,:type:form,terms/:type,form,:type:form,kTypeForm,,form,kTypeForm,,,enumeration,type,form,,,,,,,,,,,,,,,:state:application:default,,Form type,Form types list.,,,,,,,,
✔︎,terms/:type:form:full,:type:form,:type:form:full,terms/:type:form,full,:type:form:full,kTypeFormFull,,full,kTypeFormFull,,,type,form,full,,,,,,,,,,,,,,,:state:application:default,,Full information form,This input/output form provides comprehensive information.,,,,,,,,
✔︎,terms/:type:form:partial,:type:form,:type:form:partial,terms/:type:form,partial,:type:form:partial,kTypeFormPartial,,partial,kTypeFormPartial,,,type,form,partial,,,,,,,,,,,,,,,:state:application:default,,Partial information form,This input/output form provides partial information.,,,,,,,,
✔︎,terms/:type:form:card,:type:form,:type:form:card,terms/:type:form,card,:type:form:card,kTypeFormCard,,card,kTypeFormCard,,,type,form,card,,,,,,,,,,,,,,,:state:application:default,,Card form,This type of form provides summary information in a card format.,,,,,,,,
✔︎,terms/:type:form:line,:type:form,:type:form:line,terms/:type:form,line,:type:form:line,kTypeFormLine,,line,kTypeFormLine,,,type,form,line,,,,,,,,,,,,,,,:state:application:default,,Instance line form,This type of form provides information in a list line format.,,,,,,,,
✔︎,terms/:type:form:point,:type:form,:type:form:point,terms/:type:form,point,:type:form:point,kTypeFormPoint,,point,kTypeFormPoint,,,type,form,point,,,,,,,,,,,,,,,:state:application:default,,Expandable point form,This type of form provides information in an expandable point format.,,,,,,,,
,terms/:enum:form,:enum,:enum:form,terms/:enum,form,:enum:form,kEnumForm,,form,kEnumForm,,,enumeration,form,,,,,,,,,,,,,,,,:state:application:default,,Forms,List of forms.,,,,,,,,
✔︎,terms/:form:login,:form,:form:login,terms/:form,login,:form:login,kFormLogin,,login,kFormLogin,,,form,user,login,,,,,,,,,,,,,,,:state:application:default,,Login form,User login form.,The login form is used to retrieve the user code and password in order to authenticate the current user.,,,,,,,
✔︎,terms/:form:admin,:form,:form:admin,terms/:form,admin,:form:admin,kFormAdmin,,admin,kFormAdmin,,,form,administrator,,,,,,,,,,,,,,,,:state:application:default,,Administrator form,System administrator creation form.,This form is used to create the system administrator user.,"The system administrator must be the first user in the database, if any other user exists in the system, it will be forbidden to create the system administrator. While for creating other users there must be a currently logged in user with user management, in this case this is not required.",,,,,,
✔︎,terms/:form:signup,:form,:form:signup,terms/:form,signup,:form:signup,kFormSignup,,signup,kFormSignup,,,form,user,signup,,,,,,,,,,,,,,,:state:application:default,,Signup form,User creation form.,"The creation form is used by the manager to create the user into the system, an e-mail notification will be sent to the newly created user that will use the regirstration form to complete the information and login to the system.",,,,,,,
✔︎,terms/:form:signin,:form,:form:signin,terms/:form,signin,:form:signin,kFormSignin,,signin,kFormSignin,,,form,user,signin,,,,,,,,,,,,,,,:state:application:default,,Signin form,User registration form.,The registration form is used to log into the system a user for the first time.,,,,,,,
✔︎,terms/:kind:image,:kind,:kind:image,terms/:kind,image,:kind:image,kKindImage,,image,kKindImage,,,enumeration,kind,image,,,,,,,,,,,,,,,:state:application:default,,Image kind,List of image kinds.,,,,,,,,
,terms/:kind:image:flag,:kind:image,:kind:image:flag,terms/:kind:image,flag,:kind:image:flag,kKindImageFlag,,flag,kKindImageFlag,,,logo,flag,,,,,,,,,,,,,,,,:state:application:default,,Flag,National flag.,,,,,,,,
✔︎,terms/:type:image,:type,:type:image,terms/:type,image,:type:image,kTypeImage,,image,kTypeImage,,,enumeration,type,image,,,,,,,,,,,,,,,:state:application:default,,Image type,List of image types.,This <em>controlled vocabulary</em> contains the available list of <em>image types</em>. This classification groups images by <em>utilisation</em>: it indicates whether the image is to be used as a <em>thumbnail</em> or as the <em>default</em> display format.,,,,,,,
,terms/:type:image:thumb,:type:image,:type:image:thumb,terms/:type:image,thumb,:type:image:thumb,kTypeImageThumb,,thumb,kTypeImageThumb,,,image,thumbnail,,,,,,,,,,,,,,,,:state:application:default,,Thumbnail,Icon or small image.,,,,,,,,
,terms/:type:image:tile,:type:image,:type:image:tile,terms/:type:image,tile,:type:image:tile,kTypeImageTile,,tile,kTypeImageTile,,,image,tile,,,,,,,,,,,,,,,,:state:application:default,,Tile,Medium sized image.,,,,,,,,
,terms/:type:image:full,:type:image,:type:image:full,terms/:type:image,full,:type:image:full,kTypeImageFull,,full,kTypeImageFull,,,image,full,,,,,,,,,,,,,,,,:state:application:default,,Full-size,Full size image.,,,,,,,,
✔︎,terms/:enum:rank,:enum,:enum:rank,terms/:enum,rank,:enum:rank,kEnumRank,,rank,kEnumRank,,,enumeration,rank,,,,,,,,,,,,,,,,:state:application:default,,Role levels,User role levels.,This <em>controlled vocabulary</em> contains the available list of <em>levels</em> that <em>apply</em> to <em>user roles</em>.,,,,,,,
,terms/:rank:system,:rank,:rank:system,terms/:rank,system,:rank:system,kRankSystem,,system,kRankSystem,,,rank,system,,,,,,,,,,,,,,,,:state:application:default,0,System role,System level user role.,"This <em>enumeration</em> represents a <em>role</em> whose <em>credentials include system resources</em>, users with this role level can <em>manage all resources</em>.",,,,,,,
,terms/:rank:default,:rank,:rank:default,terms/:rank,default,:rank:default,kRankDefault,,default,kRankDefault,,,rank,default,,,,,,,,,,,,,,,,:state:application:default,1,Defaults role,Defaults level user role.,"This <em>enumeration</em> represents a <em>role</em> whose <em>credentials include default resources</em>, users with this role level can manage <em>all resources except system level resources</em>.",,,,,,,
,terms/:rank:standard,:rank,:rank:standard,terms/:rank,standard,:rank:standard,kRankStandard,,standard,kRankStandard,,,rank,standard,,,,,,,,,,,,,,,,:state:application:default,2,Standards role,Standards level role.,"This <em>enumeration</em> represents a <em>role</em> whose <em>credentials include standard resources</em>, users with this role level can <em>manage all resources except system and defaults level resources</em>.",,,,,,,
,terms/:rank:user,:rank,:rank:user,terms/:rank,user,:rank:user,kRankUser,,user,kRankUser,,,rank,user,,,,,,,,,,,,,,,,:state:application:default,3,Users role,Users level role.,"This <em>enumeration</em> represents a <em>role</em> whose <em>credentials include users resources</em>, users with this role level can manage <em>all resources except system</em>, <em>defaults</em> and <em>standards level resources</em>.",,,,,,,
,terms/:rank:guest,:rank,:rank:guest,terms/:rank,guest,:rank:guest,kRankGuest,,guest,kRankGuest,,,rank,guest,,,,,,,,,,,,,,,,:state:application:default,4,Guest role,Guests level role.,"This <em>enumeration</em> represents a <em>guest role</em>, users with this credentials level are <em>not allowed to manage system</em>, <em>defaults</em>, <em>standards</em> and <em>user level resources</em>.",,,,,,,
✔︎,terms/:enum:role,:enum,:enum:role,terms/:enum,role,:enum:role,kEnumRole,,role,kEnumRole,,,enumeration,role,,,,,,,,,,,,,,,,:state:application:default,,Role functions,User role functions.,This <em>controlled vocabulary</em> contains the available list of <em>user role functions</em>. Each element represents a <em>specific function</em> that can be <em>performed by users</em>.,,,,,,,
,terms/:role:user,:role,:role:user,terms/:role,user,:role:user,kRoleUser,,user,kRoleUser,,,role,user,,,,,,,,,,,,,,,,:state:application:default,,Authentication,"This role allows users to to create, modify and delete users.",,,,,,,,
,terms/:role:batch,:role,:role:batch,terms/:role,batch,:role:batch,kRoleBatch,,batch,kRoleBatch,,,role,batch,,,,,,,,,,,,,,,,:state:application:default,,Batch,This role allows users to to schedule and manage batch procedures.,,,,,,,,
,terms/:role:upload,:role,:role:upload,terms/:role,upload,:role:upload,kRoleUpload,,upload,kRoleUpload,,,role,upload,,,,,,,,,,,,,,,,:state:application:default,,Upload,This role allows users to to upload datasets into the system.,,,,,,,,
,terms/:role:meta,:role,:role:meta,terms/:role,meta,:role:meta,kRoleMeta,,meta,kRoleMeta,,,role,metadata,,,,,,,,,,,,,,,,:state:application:default,,Metadata,This role allows users to to curate dataset metadata.,,,,,,,,
,terms/:role:clean,:role,:role:clean,terms/:role,clean,:role:clean,kRoleClean,,clean,kRoleClean,,,role,synchronise,,,,,,,,,,,,,,,,:state:application:default,,Harmonise,This role allows users to to match and clean uploaded datasets.,,,,,,,,
,terms/:role:suggest,:role,:role:suggest,terms/:role,suggest,:role:suggest,kRoleSuggest,,suggest,kRoleSuggest,,,role,suggest,,,,,,,,,,,,,,,,:state:application:default,,Suggest,This role allows users to to suggest new descriptors during the harmonisation process.,,,,,,,,
,terms/:role:dict,:role,:role:dict,terms/:role,dict,:role:dict,kRoleDict,,dict,kRoleDict,,,role,dictionary,,,,,,,,,,,,,,,,:state:application:default,,Dictionary,This role allows users to to curate the data dictionary..,,,,,,,,
,terms/:role:commit,:role,:role:commit,terms/:role,commit,:role:commit,kRoleCommit,,commit,kRoleCommit,,,role,commit,,,,,,,,,,,,,,,,:state:application:default,,Store,This role allows users to to determine when the dataset harmonisation process is complete and store the final dataset.,,,,,,,,
,terms/:role:query,:role,:role:query,terms/:role,query,:role:query,kRoleQuery,,query,kRoleQuery,,,role,query,,,,,,,,,,,,,,,,:state:application:default,,Query,This role allows users to to query the data repository.,,,,,,,,
,terms/:role:download,:role,:role:download,terms/:role,download,:role:download,kRoleDownload,,download,kRoleDownload,,,role,download,,,,,,,,,,,,,,,,:state:application:default,,Download,This role allows users to to download the results of data repository queries.,,,,,,,,
✔︎,terms/:enum:event,:enum,:enum:event,terms/:enum,event,:enum:event,kEnumEvent,,event,kEnumEvent,,,enumeration,event,,,,,,,,,,,,,,,,:state:application:default,,Events,System events.,,,,,,,,
,terms/:event:login,:event,:event:login,terms/:event,login,:event:login,kEventLogin,,login,kEventLogin,,,login,,,,,,,,,,,,,,,,,:state:application:default,,Login,Login attempt.,,,,,,,,
,terms/:enum:event:status,:enum:event,:enum:event:status,terms/:enum:event,status,:enum:event:status,kEnumEventStatus,,status,kEnumEventStatus,,,enumeration,event,status,,,,,,,,,,,,,,,:state:application:default,,Event status,Event outcome statuses.,,,,,,,,
,terms/:event:success,:event,:event:success,terms/:event,success,:event:success,kEventSuccess,,success,kEventSuccess,,,event,status,success,succeeded,,,,,,,,,,,,,,:state:application:default,,Event succeeded,The event was successful.,,,,,,,,
,terms/:event:fail,:event,:event:fail,terms/:event,fail,:event:fail,kEventFail,,fail,kEventFail,,,event,status,failure,failed,fail,,,,,,,,,,,,,:state:application:default,,Event failed,The event was not successful.,,,,,,,,
✔︎,terms/:state:application,:state,:state:application,terms/:state,application,:state:application,kStateApplication,,application,kStateApplication,,,enumeration,state,application,,,,,,,,,,,,,,,:state:application:default,,Application,implementation attributes.,"This <em>controlled vocabulary</em> indicates the <em>implementation level</em> of the object to which the choice is applied. It defines whether it is implemented by the <em>system</em>, as a <em>default</em> item or as a public <em>standard</em>.",,,,,,,
,terms/:state:application:embedded,:state:application,:state:application:embedded,terms/:state:application,embedded,:state:application:embedded,kStateApplicationEmbedded,,embedded,kStateApplicationEmbedded,,,state,application,embedded,,,,,,,,,,,,,,,:state:application:default,0,Embedded,The item is embedded.,"The item is a <em>system</em> provided resource, it can only be <em>modified</em> by <em>system level data dictionary curators</em>.",,,,,,,
,terms/:state:application:default,:state:application,:state:application:default,terms/:state:application,default,:state:application:default,kStateApplicationDefault,,default,kStateApplicationDefault,,,state,application,default,,,,,,,,,,,,,,,:state:application:default,1,Default,The item is default.,"The item is a <em>default</em> resource, it can be <em>modified</em> or <em>deleted</em> by <em>default data dictionary curators</em>, user and standard level curators <em>cannot</em> change its value.",,,,,,,
,terms/:state:application:standard,:state:application,:state:application:standard,terms/:state:application,standard,:state:application:standard,kStateApplicationStandard,,standard,kStateApplicationStandard,,,state,application,standard,,,,,,,,,,,,,,,:state:application:default,2,Standard,The item is standard.,"The item is a <em>public</em> standard, it can be <em>modified</em> or <em>deleted</em> by <em>standard level data dictionary curators</em>, user curators <em>cannot</em> change its value.",,,,,,,
,terms/:state:application:user,:state:application,:state:application:user,terms/:state:application,user,:state:application:user,kStateApplicationUser,,user,kStateApplicationUser,,,state,application,user,,,,,,,,,,,,,,,:state:application:default,3,User,The item is user-defined.,"The item is <em>user-defined</em>, it can be <em>modified</em> or <em>deleted</em> by <em>user level data dictionary curators</em>.",,,,,,,
✔︎,terms/:state:status,:state,:state:status,terms/:state,status,:state:status,kStateStatus,,status,kStateStatus,,,enumeration,state,status,,,,,,,,,,,,,,,:state:application:default,,Status,Status attributes.,"This <em>controlled vocabulary</em> indicates the <em>status</em> of the object to which the choice is applied. It defines whether the item was <em>proposed</em>, under <em>revision</em>, or if it is <em>disabled</em>.",A missing status indicates that the item is valid and usable.,,,,,,
,terms/:state:status:pending,:state:status,:state:status:pending,terms/:state:status,pending,:state:status:pending,kStateStatusPending,,pending,kStateStatusPending,,,state,status,pending,,,,,,,,,,,,,,,:state:application:default,,Partial,The item is not yet initialised.,"The item is <em>not yet</em> in its <em>final form</em>, it is not disabled, but it <em>has to be validated</em> before being used.","This status is generally used to qualify new users: a <em>pending</em> user is one that has just been registered with the <code>signup</code> service, but has not yet been validated through the <code>signin</code> service.",,,,,,
,terms/:state:status:proposed,:state:status,:state:status:proposed,terms/:state:status,proposed,:state:status:proposed,kStateStatusProposed,,proposed,kStateStatusProposed,,,state,status,proposed,,,,,,,,,,,,,,,:state:application:default,,Proposed,The item was proposed.,"The item was <em>proposed</em> by a <em>user</em>, its <em>implementation</em> will be <em>decided</em> by a <em>curator</em>.","This status is similar to the <em>pending</em> status, except that in this case the item can be used with reservations.",,,,,,
,terms/:state:status:revised,:state:status,:state:status:revised,terms/:state:status,revised,:state:status:revised,kStateStatusRevised,,revised,kStateStatusRevised,,,state,status,revised,,,,,,,,,,,,,,,:state:application:default,,Maintenance,The item is being revised.,"The item is <em>implemented</em>, but it is <em>currently under revision</em>.","This status indicates that the item is valid and usable, but that it is under revision, which means that it may be disabled in the future.",,,,,,
,terms/:state:status:disabled,:state:status,:state:status:disabled,terms/:state:status,disabled,:state:status:disabled,kStateStatusDisabled,,disabled,kStateStatusDisabled,,,state,status,disabled,,,,,,,,,,,,,,,:state:application:default,,Disabled,The item is disabled.,The item has been <em>disabled</em> and <em>should not be used</em>.,"This status indicates that, while the item exists, it should not be used.",,,,,,
✔︎,terms/:state:access,:state,:state:access,terms/:state,access,:state:access,kStateAccess,,access,kStateAccess,,,enumeration,state,access,,,,,,,,,,,,,,,:state:application:default,,Access,Access right states.,"This <em>controlled vocabulary</em> indicates the <em>restrictions</em> applying to the current item. It defines whether the item is <em>reserved to the system</em>, if it can be <em>viewed, but not modified</em>, and if it <em>cannot be modified once it has been created</em>.",,,,,,,
,terms/:state:access:private,:state:access,:state:access:private,terms/:state:access,private,:state:access:private,kStateAccessPrivate,,private,kStateAccessPrivate,,,state,access,private,,,,,,,,,,,,,,,:state:application:default,,Private,The item is private,"The item is <em>reserved</em> to the <em>system</em>, it <em>cannot</em> be <em>viewed</em>, <em>modified</em> or <em>deleted</em> by users.",,,,,,,
,terms/:state:access:locked,:state:access,:state:access:locked,terms/:state:access,locked,:state:access:locked,kStateAccessLocked,,locked,kStateAccessLocked,,,state,access,locked,,,,,,,,,,,,,,,:state:application:default,,Locked,The item is locked.,"The item is <em>reserved</em> to the <em>system</em>, it <em>can</em> be <em>viewed</em>, but <em>not</em> <em>modified</em> or <em>deleted</em> by users.",,,,,,,
,terms/:state:access:appendable,:state:access,:state:access:appendable,terms/:state:access,appendable,:state:access:appendable,kStateAccessAppendable,,appendable,kStateAccessAppendable,,,state,access,appendable,,,,,,,,,,,,,,,:state:application:default,,Appendable,The item can only be appended to.,"<em>Once</em> the item has been <em>created</em> by the user, elements <em>cannot be deleted</em>, but they only <em>can be appended</em>.","This is generally used in <em>enumerated sets</em> to indicate that <em>existing members cannot be deleted</em>, but that <em>additional members can be added</em>.",,,,,,
,terms/:state:access:protected,:state:access,:state:access:protected,terms/:state:access,protected,:state:access:protected,kStateAccessProtected,,protected,kStateAccessProtected,,,state,access,protected,,,,,,,,,,,,,,,:state:application:default,,Protected,The item is protected,"<em>Once</em> the item has been <em>created</em> by the user, it <em>cannot</em> be <em>modified</em> or <em>deleted</em>.",,,,,,,
✔︎,terms/:state:usage,:state,:state:usage,terms/:state,usage,:state:usage,kStateUsage,,usage,kStateUsage,,,enumeration,state,usage,,,,,,,,,,,,,,,:state:application:default,,Usage,Usage scope.,"This <em>controlled vocabulary</em> indicates the <em>usage policy</em> applying to the current item. It indicates whether the item is <em>required</em>, <em>suggested</em>, or if it is <em>optional</em>.",,,,,,,
,terms/:state:usage:required,:state:usage,:state:usage:required,terms/:state:usage,required,:state:usage:required,kStateUsageRequired,,required,kStateUsageRequired,,,state,usage,required,,,,,,,,,,,,,,,:state:application:default,,Required,The item is required.,The item <em>must</em> be <em>provided</em> by the user.,,,,,,,
,terms/:state:usage:suggested,:state:usage,:state:usage:suggested,terms/:state:usage,suggested,:state:usage:suggested,kStateUsageSuggested,,suggested,kStateUsageSuggested,,,state,usage,suggested,,,,,,,,,,,,,,,:state:application:default,,Suggested,The item is suggested option,The item <em>should</em> be <em>provided</em> by the user <em>if applicable</em>.,,,,,,,
,terms/:state:usage:optional,:state:usage,:state:usage:optional,terms/:state:usage,optional,:state:usage:optional,kStateUsageOptional,,optional,kStateUsageOptional,,,state,usage,optional,,,,,,,,,,,,,,,:state:application:default,,Optional,The item is optional.,The item is a <em>possible option</em>.,,,,,,,
,terms/:state:usage:proscribed,:state:usage,:state:usage:proscribed,terms/:state:usage,proscribed,:state:usage:proscribed,kStateUsageProscribed,,proscribed,kStateUsageProscribed,,,state,usage,proscribed,forbidden,,,,,,,,,,,,,,:state:application:default,,Proscribed,The item is forbidden.,The item <em>should not</em> be </em>used</em>.,,,,,,,
✔︎,terms/:state:interface,:state,:state:interface,terms/:state,interface,:state:interface,kStateInterface,,interface,kStateInterface,,,enumeration,state,interface,,,,,,,,,,,,,,,:state:application:default,,Interface,Interface behaviour.,"This <em>controlled vocabulary</em> indicates how the item is going to be <em>presented</em> to the user, it determines whether the user can <em>provide a value</em> or if the item is <em>display only</em>.",This controlled vocabulary is used in form definitions to indicate the behaviour of the form fields: it determines whether the fields are modifiable by the user or if they are only displayed to the user.,,,,,,
,terms/:state:interface:form,:state:interface,:state:interface:form,terms/:state:interface,form,:state:interface:form,kStateInterfaceForm,,form,kStateInterfaceForm,,,enumeration,state,interface,form,,,,,,,,,,,,,,:state:application:default,,Form,Form behaviour.,Interface options for forms.,,,,,,,
,terms/:state:interface:form:template,:state:interface:form,:state:interface:form:template,terms/:state:interface:form,template,:state:interface:form:template,kStateInterfaceFormTemplate,,template,kStateInterfaceFormTemplate,,,state,interface,form,,,,,,,,,,,,,,,:state:application:default,,Form template,List of form fields.,A list of form fields that will not constitute a sub-form when used as a form member of another form.,,,,,,,
,terms/:state:interface:form:group,:state:interface:form,:state:interface:form:group,terms/:state:interface:form,group,:state:interface:form:group,kStateInterfaceFormGroup,,group,kStateInterfaceFormGroup,,,state,interface,form,group,,,,,,,,,,,,,,:state:application:default,,From group,Group of form fields.,A list of form fields that will become a sub-form when used as a form member of another form.,,,,,,,
,terms/:state:interface:field,:state:interface,:state:interface:field,terms/:state:interface,field,:state:interface:field,kStateInterfaceField,,field,kStateInterfaceField,,,enumeration,state,interface,field,,,,,,,,,,,,,,:state:application:default,,Form field,Form field behaviour.,Interface options for form fields.,,,,,,,
,terms/:state:interface:field:in,:state:interface:field,:state:interface:field:in,terms/:state:interface:field,in,:state:interface:field:in,kStateInterfaceFieldIn,,in,kStateInterfaceFieldIn,,,state,interface,field,input,,,,,,,,,,,,,,:state:application:default,,Input,Input field.,"If the rank and roles are compatible, the user may provide or modify the value; if the rank and roles are not compatible, the value will be hidden and unavailable to the user.",,,,,,,
,terms/:state:interface:field:in:out,:state:interface:field:in,:state:interface:field:in:out,terms/:state:interface:field:in,out,:state:interface:field:in:out,kStateInterfaceFieldInOut,,out,kStateInterfaceFieldInOut,,,state,interface,field,input,output,,,,,,,,,,,,,:state:application:default,,Input-output,Input or output field.,"If the rank and roles are compatible, the user may provide or modify the value; if the rank and roles are not compatible, the use may only view the existing value.",,,,,,,
,terms/:state:interface:field:out,:state:interface:field,:state:interface:field:out,terms/:state:interface:field,out,:state:interface:field:out,kStateInterfaceFieldOut,,out,kStateInterfaceFieldOut,,,state,interface,field,output,,,,,,,,,,,,,,:state:application:default,,Display,The field is display-only.,"If the rank and roles are compatible, the field will be displayed to the user; if the rank and roles are not compatible, the value will be hidden.",,,,,,,
,terms/:state:interface:field:comp,:state:interface:field,:state:interface:field:comp,terms/:state:interface:field,comp,:state:interface:field:comp,kStateInterfaceFieldComp,,comp,kStateInterfaceFieldComp,,,state,interface,field,computed,output,,,,,,,,,,,,,:state:application:default,,Computed,The field is computed.,"If the rank and roles are compatible, the field value will be computed depending on the contents of other fields and will be displayed to the user; if the rank and roles are not compatible, the value will be computed, but hidden from the user.",,,,,,,
